location,bhk,areawithtype,area,built_up_area,transaction,status,floornum,totalfloor,furnishing,facing,price_per_sqft,price,latitude,longitude
chandkheda,1,Carpet Area,792,871,Resale,Ready to Move,6,10,Unfurnished,North - East,3914,0.31,23.1100643,72.5811205
motera,1,Carpet Area,665,732,Resale,Ready to Move,3,5,Semi-Furnished,East,4000,0.32,23.0917717,72.59733447335586
gota/jagatpur/newranip/sola,1,Carpet Area,525,578,New Property,Under Construction,3,10,Unfurnished,East,4000,0.35,23.1010002,72.5408363
chandkheda,2,Super Area,1125,1125,Resale,Ready to Move,4,5,Unfurnished,East,3556,0.4,23.1100643,72.5811205
shela,1,Carpet Area,560,616,Resale,Ready to Move,3,12,Semi-Furnished,East,4762,0.35,23.01313705,72.45356756504998
gota/jagatpur/newranip/sola,1,Carpet Area,550,605,New Property,Under Construction,5,10,Unfurnished,East,4217,0.35,23.1010002,72.5408363
chharodi/tragad,2,Super Area,927,927,Resale,Ready to Move,6,7,Unfurnished,East,3883,0.36,23.12295955,72.54044594045365
narolgam/vatva/ghodasar,2,Carpet Area,800,880,Resale,Ready to Move,4,5,Unfurnished,West,3114,0.37,22.9641614,72.5903337
vaishnodevi circle,2,Carpet Area,451,496,Resale,Ready to Move,5,11,Semi-Furnished,East,6718,0.35,23.0428,72.5964
prahlad nagar/jivraj park/vejalpur/jodhpur,1,Super Area,700,700,Resale,Ready to Move,4,5,Semi-Furnished,East,4787,0.34,23.0002435,72.5054049
narolgam/vatva/ghodasar,2,Super Area,1215,1215,Resale,Ready to Move,10,12,Unfurnished,East,3128,0.38,22.9641614,72.5903337
gota/jagatpur/newranip/sola,2,Carpet Area,720,792,Resale,Ready to Move,3,5,Semi-Furnished,North,4861,0.35,23.1010002,72.5408363
shahibag/khokhra/saraspur,2,Carpet Area,1000,1100,Resale,Ready to Move,4,5,Furnished,East,2909,0.32,23.0215,72.5788
bopal/ghuma/shilaj/ambli,2,Super Area,1107,1107,Resale,Ready to Move,3,4,Semi-Furnished,North - East,3297,0.36,23.02353855,72.47052697610516
naroda/hansol,2,Super Area,1080,1080,Resale,Ready to Move,2,7,Furnished,North,2963,0.32,23.0854097,72.6580946
narolgam/vatva/ghodasar,2,Super Area,720,720,Resale,Ready to Move,1,3,Unfurnished,South -West,5000,0.36,22.9641614,72.5903337
chankyapuri/ognaj/ghatlodiya,2,Carpet Area,144,158,Resale,Other,3,4,Unfurnished,West,4040,0.4,23.0289,72.5576
shahibag/khokhra/saraspur,3,Super Area,900,900,Resale,Ready to Move,1,2,Semi-Furnished,East,4444,0.4,23.0215,72.5788
naroda/hansol,2,Super Area,1215,1215,Resale,Ready to Move,1,5,Unfurnished,East,3128,0.38,23.0854097,72.6580946
prahlad nagar/jivraj park/vejalpur/jodhpur,2,Super Area,890,890,Resale,Ready to Move,2,5,Unfurnished,North,4382,0.39,23.0002435,72.5054049
narolgam/vatva/ghodasar,2,Super Area,1260,1260,Resale,Ready to Move,3,12,Unfurnished,North - East,3175,0.4,22.9641614,72.5903337
gota/jagatpur/newranip/sola,2,Carpet Area,549,604,Resale,Ready to Move,4,5,Semi-Furnished,East,4233,0.4,23.1010002,72.5408363
prahlad nagar/jivraj park/vejalpur/jodhpur,2,Carpet Area,750,825,Resale,Ready to Move,3,5,Semi-Furnished,North - East,3500,0.35,23.0002435,72.5054049
chandkheda,2,Carpet Area,800,880,Resale,Ready to Move,4,5,Semi-Furnished,North,3625,0.39,23.1100643,72.5811205
paldi/derasar-rd/ambawadi,2,Super Area,1125,1125,Resale,Ready to Move,1,5,Unfurnished,North,3467,0.39,23.0145531,72.5635432
narolgam/vatva/ghodasar,2,Super Area,1168,1168,Resale,Ready to Move,9,12,Furnished,East,2997,0.35,22.9641614,72.5903337
chankyapuri/ognaj/ghatlodiya,1,Carpet Area,675,743,Resale,Ready to Move,2,5,Semi-Furnished,East,3951,0.32,23.0289,72.5576
naroda/hansol,2,Carpet Area,1080,1188,Resale,Ready to Move,2,3,Unfurnished,East,2972,0.37,23.0854097,72.6580946
narolgam/vatva/ghodasar,3,Carpet Area,1512,1663,Resale,Ready to Move,1,7,Semi-Furnished,South - East,2513,0.38,22.9641614,72.5903337
chandkheda,2,Carpet Area,567,624,Resale,Ready to Move,4,7,Unfurnished,East,4938,0.4,23.1100643,72.5811205
gandhinagar highway,1,Carpet Area,420,462,Resale,Ready to Move,1,7,Unfurnished,East,5846,0.38,23.0876721,72.6300562
narolgam/vatva/ghodasar,2,Carpet Area,720,792,Resale,Ready to Move,3,7,Semi-Furnished,East,3504,0.41,22.9641614,72.5903337
naroda/hansol,1,Super Area,500,500,Resale,Ready to Move,0,3,Unfurnished,East,7200,0.36,23.0854097,72.6580946
gota/jagatpur/newranip/sola,1,Carpet Area,350,385,Resale,Ready to Move,3,12,Unfurnished,East,5067,0.38,23.1010002,72.5408363
naroda/hansol,2,Carpet Area,896,986,Resale,Ready to Move,1,5,Semi-Furnished,North,3326,0.42,23.0854097,72.6580946
chandkheda,2,Carpet Area,720,792,Resale,Ready to Move,1,7,Furnished,East,3496,0.36,23.1100643,72.5811205
prahlad nagar/jivraj park/vejalpur/jodhpur,2,Super Area,850,850,Resale,Ready to Move,1,5,Semi-Furnished,South - East,4941,0.42,23.0002435,72.5054049
sanand/godhavi,2,Carpet Area,729,802,Resale,Ready to Move,4,8,Unfurnished,East,3580,0.43,23.0238876,72.3851475
chharodi/tragad,3,Carpet Area,720,792,Resale,Ready to Move,0,5,Furnished,East,3656,0.38,23.12295955,72.54044594045365
nikol,2,Carpet Area,630,693,Resale,Ready to Move,4,5,Furnished,North,3333,0.36,23.0589329,72.6718736720388
vastral/sardar patel ring rd/odhav,2,Carpet Area,990,1089,Resale,Ready to Move,4,7,Semi-Furnished,East,3704,0.4,22.9948656,72.6624431
gota/jagatpur/newranip/sola,2,Carpet Area,877,965,Resale,Ready to Move,1,5,Unfurnished,West,3200,0.36,23.1010002,72.5408363
naroda/hansol,2,Super Area,1188,1188,Resale,Ready to Move,1,5,Semi-Furnished,East,3367,0.4,23.0854097,72.6580946
naroda/hansol,2,Carpet Area,747,822,Resale,Ready to Move,5,7,Furnished,East,3221,0.4,23.0854097,72.6580946
narolgam/vatva/ghodasar,2,Carpet Area,650,715,Resale,Ready to Move,4,5,Unfurnished,North - East,3229,0.34,22.9641614,72.5903337
gota/jagatpur/newranip/sola,2,Super Area,972,972,Resale,Other,4,5,Unfurnished,East,3601,0.35,23.1010002,72.5408363
naroda/hansol,2,Carpet Area,1170,1287,Resale,Ready to Move,-2,7,Furnished,East,3248,0.38,23.0854097,72.6580946
chankyapuri/ognaj/ghatlodiya,2,Super Area,1125,1125,Resale,Ready to Move,4,5,Unfurnished,East,3911,0.44,23.0289,72.5576
naroda/hansol,2,Carpet Area,900,990,New Property,Ready to Move,2,5,Unfurnished,South,2844,0.32,23.0854097,72.6580946
narolgam/vatva/ghodasar,2,Carpet Area,1000,1100,Resale,Ready to Move,3,7,Unfurnished,East,2833,0.34,22.9641614,72.5903337
gota/jagatpur/newranip/sola,2,Carpet Area,765,842,Resale,Ready to Move,1,5,Furnished,East,4339,0.41,23.1010002,72.5408363
narolgam/vatva/ghodasar,2,Super Area,1080,1080,Resale,Ready to Move,4,7,Unfurnished,East,2963,0.32,22.9641614,72.5903337
gota/jagatpur/newranip/sola,2,Super Area,720,720,Resale,Ready to Move,4,10,Semi-Furnished,East,5556,0.4,23.1010002,72.5408363
gota/jagatpur/newranip/sola,1,Carpet Area,410,451,Resale,Ready to Move,2,12,Unfurnished,North - East,5667,0.34,23.1010002,72.5408363
vastral/sardar patel ring rd/odhav,2,Carpet Area,837,921,New Property,Ready to Move,4,5,Semi-Furnished,East,3315,0.37,22.9948656,72.6624431
vastral/sardar patel ring rd/odhav,2,Carpet Area,720,792,Resale,Ready to Move,4,7,Furnished,East,7917,0.38,22.9948656,72.6624431
naroda/hansol,2,Carpet Area,900,990,New Property,Ready to Move,1,7,Furnished,East,4222,0.38,23.0854097,72.6580946
gota/jagatpur/newranip/sola,2,Carpet Area,848,933,New Property,Ready to Move,3,5,Semi-Furnished,North,2912,0.38,23.1010002,72.5408363
naroda/hansol,2,Carpet Area,1179,1297,Resale,Ready to Move,1,5,Semi-Furnished,West,3869,0.4,23.0854097,72.6580946
vastral/sardar patel ring rd/odhav,2,Carpet Area,137,151,Resale,Ready to Move,3,5,Furnished,East,3221,0.4,22.9948656,72.6624431
nikol,2,Carpet Area,1080,1188,Resale,Ready to Move,1,5,Semi-Furnished,West,3675,0.43,23.0589329,72.6718736720388
naroda/hansol,2,Super Area,1071,1071,Resale,Ready to Move,3,5,Semi-Furnished,East,3455,0.37,23.0854097,72.6580946
prahlad nagar/jivraj park/vejalpur/jodhpur,1,Super Area,495,495,Resale,Ready to Move,0,4,Unfurnished,East,7879,0.39,23.0002435,72.5054049
gota/jagatpur/newranip/sola,2,Carpet Area,748,823,Resale,Ready to Move,6,7,Unfurnished,East,4242,0.42,23.1010002,72.5408363
prahlad nagar/jivraj park/vejalpur/jodhpur,2,Super Area,945,945,Resale,Ready to Move,2,5,Unfurnished,East,3386,0.32,23.0002435,72.5054049
naroda/hansol,3,Carpet Area,713,784,Resale,Ready to Move,4,7,Unfurnished,East,3535,0.42,23.0854097,72.6580946
nikol,2,Carpet Area,1350,1485,Resale,Ready to Move,3,5,Unfurnished,West,4535,0.4,23.0589329,72.6718736720388
vastral/sardar patel ring rd/odhav,2,Super Area,1404,1404,Resale,Ready to Move,4,5,Semi-Furnished,North - East,2849,0.4,22.9948656,72.6624431
prahlad nagar/jivraj park/vejalpur/jodhpur,2,Carpet Area,850,935,Resale,Ready to Move,1,4,Semi-Furnished,North - West,3111,0.42,23.0002435,72.5054049
hathijan,3,Super Area,1665,1665,Resale,Ready to Move,2,5,Unfurnished,East,2402,0.4,22.9411139,72.6674473
vastral/sardar patel ring rd/odhav,2,Carpet Area,650,715,Resale,Ready to Move,2,7,Unfurnished,North - East,2733,0.41,22.9948656,72.6624431
gota/jagatpur/newranip/sola,2,Super Area,990,990,Resale,Ready to Move,4,5,Unfurnished,East,4343,0.43,23.1010002,72.5408363
naroda/hansol,2,Super Area,1070,1070,Resale,Ready to Move,1,5,Unfurnished,East,3551,0.38,23.0854097,72.6580946
gandhinagar highway,2,Carpet Area,970,1067,New Property,Ready to Move,7,12,Unfurnished,East,3711,0.36,23.0876721,72.6300562
narolgam/vatva/ghodasar,2,Super Area,1188,1188,Resale,Ready to Move,3,6,Furnished,East,2946,0.35,22.9641614,72.5903337
narolgam/vatva/ghodasar,2,Super Area,981,981,Resale,Ready to Move,1,5,Semi-Furnished,East,4077,0.4,22.9641614,72.5903337
nikol,2,Carpet Area,1251,1376,Resale,Ready to Move,2,5,Semi-Furnished,East,3038,0.38,23.0589329,72.6718736720388
gota/jagatpur/newranip/sola,2,Super Area,990,990,Resale,Ready to Move,1,7,Semi-Furnished,East,3535,0.35,23.1010002,72.5408363
thaltej,2,Carpet Area,660,726,New Property,Ready to Move,2,3,Unfurnished,East,6061,0.4,23.0485393,72.511742
chankyapuri/ognaj/ghatlodiya,2,Carpet Area,675,743,Resale,Ready to Move,4,5,Unfurnished,East,4108,0.38,23.0289,72.5576
nikol,2,Super Area,1053,1053,Resale,Ready to Move,3,5,Unfurnished,West,3514,0.37,23.0589329,72.6718736720388
naroda/hansol,3,Carpet Area,1190,1309,Resale,Ready to Move,3,5,Unfurnished,North,2962,0.38,23.0854097,72.6580946
vastral/sardar patel ring rd/odhav,2,Super Area,1178,1178,Resale,Ready to Move,2,4,Semi-Furnished,East,2801,0.33,22.9948656,72.6624431
naroda/hansol,2,Carpet Area,1089,1198,New Property,Ready to Move,4,5,Unfurnished,East,4250,0.34,23.0854097,72.6580946
shahibag/khokhra/saraspur,2,Super Area,1050,1050,New Property,Ready to Move,10,14,Furnished,East,3953,0.41,23.0215,72.5788
gota/jagatpur/newranip/sola,2,Super Area,990,990,Resale,Ready to Move,4,5,Semi-Furnished,East,4242,0.42,23.1010002,72.5408363
sanand/godhavi,2,Carpet Area,657,723,Resale,Ready to Move,6,8,Semi-Furnished,South -West,3197,0.43,23.0238876,72.3851475
naroda/hansol,2,Carpet Area,1200,1320,Resale,Ready to Move,5,7,Unfurnished,North - East,2480,0.31,23.0854097,72.6580946
prahlad nagar/jivraj park/vejalpur/jodhpur,2,Super Area,1020,1020,Resale,Ready to Move,4,7,Semi-Furnished,North - East,3922,0.4,23.0002435,72.5054049
vastral/sardar patel ring rd/odhav,2,Carpet Area,589,648,Resale,Ready to Move,4,5,Furnished,North,4972,0.35,22.9948656,72.6624431
naroda/hansol,2,Carpet Area,900,990,Resale,Ready to Move,2,5,Unfurnished,East,2679,0.34,23.0854097,72.6580946
prahlad nagar/jivraj park/vejalpur/jodhpur,1,Super Area,576,576,Resale,Ready to Move,2,4,Semi-Furnished,North - East,5556,0.32,23.0002435,72.5054049
vastral/sardar patel ring rd/odhav,2,Super Area,1215,1215,Resale,Ready to Move,5,7,Furnished,East,3539,0.43,22.9948656,72.6624431
nikol,2,Carpet Area,900,990,Resale,Ready to Move,3,5,Unfurnished,North - East,3167,0.38,23.0589329,72.6718736720388
bopal/ghuma/shilaj/ambli,2,Carpet Area,945,1040,Resale,Ready to Move,2,4,Semi-Furnished,North,3704,0.35,23.02353855,72.47052697610516
shela,2,Carpet Area,1085,1194,New Property,Ready to Move,5,14,Unfurnished,North - East,2857,0.31,23.01313705,72.45356756504998
sanand/godhavi,2,Carpet Area,575,632,New Property,Under Construction,3,14,Unfurnished,East,3629,0.38,23.0238876,72.3851475
gota/jagatpur/newranip/sola,1,Super Area,600,600,Resale,Ready to Move,10,12,Furnished,North,5167,0.31,23.1010002,72.5408363
naroda/hansol,2,Super Area,1035,1035,Resale,Ready to Move,1,5,Semi-Furnished,East,2995,0.31,23.0854097,72.6580946
gota/jagatpur/newranip/sola,1,Super Area,632,632,New Property,Under Construction,5,14,Unfurnished,East,4905,0.31,23.1010002,72.5408363
vaishnodevi circle,1,Super Area,650,650,Resale,Ready to Move,5,7,Semi-Furnished,North - East,5462,0.35,23.0428,72.5964
narolgam/vatva/ghodasar,2,Carpet Area,650,715,Resale,Ready to Move,4,10,Unfurnished,East,5168,0.4,22.9641614,72.5903337
bopal/ghuma/shilaj/ambli,1,Carpet Area,418,460,New Property,Ready to Move,3,14,Unfurnished,East,4211,0.32,23.02353855,72.47052697610516
narolgam/vatva/ghodasar,2,Carpet Area,596,656,Resale,Ready to Move,3,14,Unfurnished,East,4113,0.35,22.9641614,72.5903337
shela,2,Super Area,1084,1084,New Property,Under Construction,7,14,Unfurnished,East,3598,0.39,23.01313705,72.45356756504998
chandkheda,2,Carpet Area,819,901,Resale,Ready to Move,2,5,Unfurnished,East,3419,0.4,23.1100643,72.5811205
gota/jagatpur/newranip/sola,1,Super Area,640,640,Resale,Ready to Move,8,14,Semi-Furnished,East,5469,0.35,23.1010002,72.5408363
naroda/hansol,2,Carpet Area,666,733,Resale,Ready to Move,6,7,Unfurnished,East,3671,0.38,23.0854097,72.6580946
gota/jagatpur/newranip/sola,1,Carpet Area,411,452,Resale,Ready to Move,6,7,Unfurnished,East,5044,0.34,23.1010002,72.5408363
gota/jagatpur/newranip/sola,1,Carpet Area,385,424,Resale,Ready to Move,7,14,Furnished,North - East,5397,0.34,23.1010002,72.5408363
gota/jagatpur/newranip/sola,1,Carpet Area,630,693,Resale,Ready to Move,4,14,Furnished,East,6349,0.4,23.1010002,72.5408363
chandkheda,2,Carpet Area,810,891,Resale,Ready to Move,4,5,Furnished,East,3643,0.4,23.1100643,72.5811205
bopal/ghuma/shilaj/ambli,2,Super Area,1053,1053,New Property,Ready to Move,4,10,Unfurnished,East,3656,0.39,23.02353855,72.47052697610516
shahibag/khokhra/saraspur,3,Carpet Area,660,726,New Property,Ready to Move,13,14,Unfurnished,East,3123,0.36,23.0215,72.5788
nikol,2,Carpet Area,810,891,Resale,Ready to Move,4,5,Semi-Furnished,East,3292,0.4,23.0589329,72.6718736720388
gandhinagar highway,1,Super Area,600,600,Resale,Ready to Move,6,12,Furnished,East,5833,0.35,23.0876721,72.6300562
prahlad nagar/jivraj park/vejalpur/jodhpur,2,Carpet Area,666,733,Resale,Ready to Move,0,3,Semi-Furnished,East,4444,0.4,23.0002435,72.5054049
gota/jagatpur/newranip/sola,1,Carpet Area,530,583,New Property,Under Construction,2,10,Unfurnished,East,4205,0.37,23.1010002,72.5408363
narolgam/vatva/ghodasar,2,Carpet Area,980,1078,Resale,Ready to Move,2,5,Unfurnished,East,3108,0.39,22.9641614,72.5903337
prahlad nagar/jivraj park/vejalpur/jodhpur,2,Carpet Area,620,682,Resale,Ready to Move,1,3,Unfurnished,North - East,5128,0.4,23.0002435,72.5054049
sanand/godhavi,2,Carpet Area,575,632,New Property,Under Construction,5,14,Unfurnished,East,3725,0.39,23.0238876,72.3851475
sanand/godhavi,2,Carpet Area,575,632,New Property,Under Construction,4,13,Unfurnished,North - East,3400,0.36,23.0238876,72.3851475
gota/jagatpur/newranip/sola,3,Carpet Area,800,880,Resale,Ready to Move,7,13,Unfurnished,North - East,3704,0.4,23.1010002,72.5408363
gota/jagatpur/newranip/sola,1,Carpet Area,456,502,New Property,Under Construction,8,10,Unfurnished,East,3600,0.32,23.1010002,72.5408363
navrangpura/memnagar/ellisbridge,1,Carpet Area,550,605,Resale,Ready to Move,2,4,Semi-Furnished,East,5556,0.35,23.0359998,72.5643429
prahlad nagar/jivraj park/vejalpur/jodhpur,1,Carpet Area,500,550,Resale,Ready to Move,3,6,Furnished,East,4545,0.33,23.0002435,72.5054049
gandhinagar highway,1,Carpet Area,450,495,Resale,Ready to Move,3,5,Furnished,East,5438,0.36,23.0876721,72.6300562
narolgam/vatva/ghodasar,2,Carpet Area,850,935,Resale,Ready to Move,2,4,Unfurnished,East,3889,0.35,22.9641614,72.5903337
shantipura circle/sanathal,2,Super Area,1047,1047,New Property,Under Construction,1,14,Unfurnished,North,3250,0.34,22.987597,72.47144058390487
gota/jagatpur/newranip/sola,1,Carpet Area,378,416,Resale,Ready to Move,9,14,Furnished,North - East,5556,0.35,23.1010002,72.5408363
gota/jagatpur/newranip/sola,1,Carpet Area,900,990,Resale,Ready to Move,6,7,Semi-Furnished,East,3889,0.35,23.1010002,72.5408363
chandkheda,2,Carpet Area,765,842,Resale,Ready to Move,4,5,Furnished,East,3643,0.4,23.1100643,72.5811205
sanand/godhavi,2,Carpet Area,575,632,New Property,Under Construction,5,12,Unfurnished,East,3247,0.34,23.0238876,72.3851475
shahibag/khokhra/saraspur,2,Carpet Area,610,671,Resale,Other,7,15,Unfurnished,North,3314,0.35,23.0215,72.5788
vaishnodevi circle,1,Super Area,750,750,Resale,Ready to Move,2,12,Furnished,East,4667,0.35,23.0428,72.5964
bodakdev/satellite/sindhubhavan marg,2,Super Area,900,900,Resale,Ready to Move,2,4,Semi-Furnished,East,4444,0.4,23.0445921,72.517344
prahlad nagar/jivraj park/vejalpur/jodhpur,2,Carpet Area,965,1062,Resale,Ready to Move,0,3,Unfurnished,North,2570,0.32,23.0002435,72.5054049
shela,2,Carpet Area,630,693,New Property,Under Construction,5,14,Unfurnished,East,3600,0.4,23.01313705,72.45356756504998
gota/jagatpur/newranip/sola,1,Carpet Area,456,502,New Property,Under Construction,5,10,Unfurnished,East,3543,0.31,23.1010002,72.5408363
bopal/ghuma/shilaj/ambli,1,Carpet Area,550,605,New Property,Under Construction,4,7,Unfurnished,East,3000,0.3,23.02353855,72.47052697610516
gota/jagatpur/newranip/sola,1,Super Area,675,675,Resale,Ready to Move,1,7,Unfurnished,East,5185,0.35,23.1010002,72.5408363
shahibag/khokhra/saraspur,3,Carpet Area,660,726,New Property,Ready to Move,13,14,Unfurnished,East,2745,0.31,23.0215,72.5788
narolgam/vatva/ghodasar,3,Carpet Area,608,669,Resale,Ready to Move,2,14,Unfurnished,North,3409,0.36,22.9641614,72.5903337
gota/jagatpur/newranip/sola,1,Super Area,738,738,Resale,Ready to Move,4,7,Furnished,East,4743,0.35,23.1010002,72.5408363
vastral/sardar patel ring rd/odhav,2,Carpet Area,621,683,Resale,Ready to Move,2,5,Unfurnished,East,4193,0.4,22.9948656,72.6624431
gota/jagatpur/newranip/sola,1,Carpet Area,535,588,New Property,Under Construction,4,10,Unfurnished,East,3855,0.32,23.1010002,72.5408363
gota/jagatpur/newranip/sola,1,Carpet Area,456,502,New Property,Under Construction,4,10,Unfurnished,North,3657,0.32,23.1010002,72.5408363
drive in rd/gurukul/naranpura,1,Carpet Area,540,594,Resale,Ready to Move,3,4,Furnished,East,5000,0.37,23.0448126,72.5436264
chandkheda,1,Carpet Area,477,525,Resale,Ready to Move,6,7,Semi-Furnished,East,4444,0.32,23.1100643,72.5811205
narolgam/vatva/ghodasar,2,Super Area,1180,1180,New Property,Under Construction,3,7,Unfurnished,North - East,2950,0.35,22.9641614,72.5903337
narolgam/vatva/ghodasar,2,Carpet Area,660,726,New Property,Ready to Move,8,14,Unfurnished,East,3026,0.34,22.9641614,72.5903337
vastral/sardar patel ring rd/odhav,2,Carpet Area,779,857,Resale,Ready to Move,4,5,Semi-Furnished,East,3258,0.39,22.9948656,72.6624431
sanand/godhavi,2,Carpet Area,575,632,New Property,Under Construction,4,13,Unfurnished,East,3600,0.38,23.0238876,72.3851475
naroda/hansol,2,Super Area,1089,1089,Resale,Ready to Move,9,14,Unfurnished,North - East,3581,0.39,23.0854097,72.6580946
narolgam/vatva/ghodasar,2,Super Area,1170,1170,New Property,Ready to Move,1,7,Unfurnished,North,3000,0.35,22.9641614,72.5903337
nikol,2,Carpet Area,810,891,Resale,Ready to Move,2,5,Furnished,East,3899,0.4,23.0589329,72.6718736720388
naroda/hansol,2,Carpet Area,650,715,Resale,Ready to Move,2,7,Unfurnished,East,3504,0.35,23.0854097,72.6580946
gota/jagatpur/newranip/sola,1,Carpet Area,535,588,New Property,Under Construction,4,10,Unfurnished,East,3735,0.31,23.1010002,72.5408363
naroda/hansol,2,Super Area,1170,1170,New Property,Ready to Move,3,7,Unfurnished,North,2778,0.33,23.0854097,72.6580946
naroda/hansol,2,Carpet Area,720,792,Resale,Ready to Move,3,4,Unfurnished,East,3535,0.35,23.0854097,72.6580946
chankyapuri/ognaj/ghatlodiya,1,Carpet Area,603,663,Resale,Ready to Move,3,4,Semi-Furnished,East,4444,0.32,23.0289,72.5576
vastral/sardar patel ring rd/odhav,2,Carpet Area,761,837,Resale,Ready to Move,3,5,Unfurnished,East,2991,0.35,22.9948656,72.6624431
gota/jagatpur/newranip/sola,1,Carpet Area,535,588,New Property,Under Construction,4,10,Unfurnished,East,3620,0.3,23.1010002,72.5408363
narolgam/vatva/ghodasar,3,Carpet Area,660,726,New Property,Ready to Move,12,14,Unfurnished,West,2895,0.33,22.9641614,72.5903337
narolgam/vatva/ghodasar,2,Carpet Area,674,741,Resale,Ready to Move,1,4,Furnished,East,2987,0.31,22.9641614,72.5903337
vastral/sardar patel ring rd/odhav,2,Carpet Area,673,740,Resale,Ready to Move,3,5,Unfurnished,East,3188,0.33,22.9948656,72.6624431
gota/jagatpur/newranip/sola,1,Carpet Area,665,732,Resale,Ready to Move,11,14,Unfurnished,East,4586,0.3,23.1010002,72.5408363
narolgam/vatva/ghodasar,2,Carpet Area,864,950,Resale,Ready to Move,2,4,Semi-Furnished,East,3086,0.35,22.9641614,72.5903337
