location,bhk,built_up_area,transaction,status,totalfloor,furnishing,facing,bathroom,floor_category,luxury_category,price
bopal/ghuma/shilaj/ambli,4,2336,New Property,Under Construction,14,Unfurnished,East,3,Mid Floor,Medium,2.71
prahlad nagar/jivraj park/vejalpur/jodhpur,6,3520,Resale,Ready to Move,7,Furnished,East,5,Low Floor,Medium,3.49
bopal/ghuma/shilaj/ambli,4,2652,New Property,Under Construction,10,Unfurnished,East,3,Mid Floor,Medium,3.27
thaltej,4,2467,Resale,Ready to Move,10,Unfurnished,West,3,Mid Floor,Medium,2.93
gandhinagar highway,4,3650,Resale,Ready to Move,12,Unfurnished,East,3,Low Floor,Medium,3.2
thaltej,3,1795,New Property,Ready to Move,13,Furnished,East,2,Low Floor,Medium,3.25
bopal/ghuma/shilaj/ambli,4,2238,New Property,Under Construction,14,Unfurnished,East,3,Mid Floor,Medium,3.03
science city,3,2079,Resale,Ready to Move,16,Furnished,East,2,Mid Floor,Medium,3.25
bopal/ghuma/shilaj/ambli,4,2992,Resale,Ready to Move,7,Unfurnished,West,3,Low Floor,Medium,2.75
thaltej,3,1727,New Property,Ready to Move,13,Furnished,East,2,Low Floor,Medium,3.25
gandhinagar highway,4,4350,Resale,Ready to Move,13,Unfurnished,East,3,High Floor,Medium,3.42
bodakdev/satellite/sindhubhavan marg,4,3049,Resale,Ready to Move,4,Unfurnished,East,3,Low Floor,Medium,3.05
navrangpura/memnagar/ellisbridge,4,3300,Resale,Ready to Move,4,Furnished,North - West,3,Mid Floor,Medium,3.0
science city,4,2435,New Property,Under Construction,13,Unfurnished,East,3,Mid Floor,Medium,2.68
bopal/ghuma/shilaj/ambli,4,1954,New Property,Under Construction,22,Unfurnished,East,3,High Floor,Medium,3.16
bopal/ghuma/shilaj/ambli,4,3868,Resale,Other,14,Unfurnished,East,3,Mid Floor,Medium,3.29
bopal/ghuma/shilaj/ambli,4,2238,New Property,Under Construction,14,Unfurnished,North - East,3,Mid Floor,Medium,3.5
bopal/ghuma/shilaj/ambli,4,4312,New Property,Ready to Move,11,Unfurnished,East,3,Mid Floor,Medium,2.96
science city,4,3187,New Property,Under Construction,20,Unfurnished,East,3,Mid Floor,Medium,3.42
shela,4,3538,Resale,Ready to Move,21,Unfurnished,North - East,3,Mid Floor,Medium,2.7
gandhinagar highway,4,3650,Resale,Ready to Move,16,Furnished,North - East,3,Mid Floor,Medium,3.0
shela,5,3271,New Property,Under Construction,21,Unfurnished,North - East,4,High Floor,Medium,3.5
bopal/ghuma/shilaj/ambli,4,2365,Resale,Other,14,Unfurnished,East,3,Mid Floor,Medium,3.17
bopal/ghuma/shilaj/ambli,4,2818,New Property,Under Construction,20,Unfurnished,East,3,Mid Floor,Medium,2.65
bopal/ghuma/shilaj/ambli,4,2559,New Property,Under Construction,22,Unfurnished,East,3,Mid Floor,Medium,2.74
bodakdev/satellite/sindhubhavan marg,4,2031,Resale,Ready to Move,7,Furnished,East,3,Mid Floor,Medium,2.9
bodakdev/satellite/sindhubhavan marg,4,2365,New Property,Under Construction,19,Unfurnished,East,3,Mid Floor,Medium,2.94
bopal/ghuma/shilaj/ambli,4,2624,New Property,Under Construction,21,Unfurnished,East,3,Mid Floor,Medium,2.9
bopal/ghuma/shilaj/ambli,4,2238,New Property,Under Construction,12,Unfurnished,East,3,Mid Floor,Medium,3.33
drive in rd/gurukul/naranpura,4,3593,New Property,Under Construction,14,Unfurnished,East,3,Mid Floor,Medium,2.74
gota/jagatpur/newranip/sola,4,2314,New Property,Under Construction,14,Unfurnished,East,3,Mid Floor,Medium,2.62
vaishnodevi circle,4,4542,New Property,Under Construction,21,Unfurnished,East,3,High Floor,Medium,2.91
thaltej,4,1940,New Property,Under Construction,14,Unfurnished,East,3,Mid Floor,Medium,2.61
bopal/ghuma/shilaj/ambli,4,2255,New Property,Under Construction,14,Unfurnished,East,3,Low Floor,Medium,3.5
drive in rd/gurukul/naranpura,4,2112,New Property,Under Construction,13,Unfurnished,East,3,Mid Floor,Medium,2.61
thaltej,4,2178,New Property,Under Construction,18,Unfurnished,North - East,3,High Floor,Medium,3.13
shela,4,2178,New Property,Ready to Move,19,Unfurnished,East,3,Mid Floor,Medium,2.75
bodakdev/satellite/sindhubhavan marg,4,2245,New Property,Under Construction,7,Unfurnished,North,3,Mid Floor,Medium,3.04
bopal/ghuma/shilaj/ambli,4,2142,Resale,Ready to Move,22,Unfurnished,East,3,Mid Floor,Medium,2.85
bodakdev/satellite/sindhubhavan marg,4,4312,New Property,Ready to Move,13,Unfurnished,East,3,Mid Floor,Medium,2.94
bopal/ghuma/shilaj/ambli,4,2467,New Property,Under Construction,14,Unfurnished,East,3,Mid Floor,Medium,3.48
science city,5,3267,New Property,Under Construction,22,Unfurnished,North - East,4,High Floor,Medium,3.4
gota/jagatpur/newranip/sola,4,2497,New Property,Under Construction,19,Unfurnished,East,3,Mid Floor,Medium,2.87
bopal/ghuma/shilaj/ambli,4,1955,New Property,Under Construction,22,Unfurnished,North,3,Mid Floor,Medium,2.98
bopal/ghuma/shilaj/ambli,4,2340,New Property,Under Construction,14,Unfurnished,East,3,Mid Floor,Medium,2.9
bodakdev/satellite/sindhubhavan marg,4,2045,New Property,Under Construction,8,Unfurnished,East,3,Mid Floor,Medium,2.65
bopal/ghuma/shilaj/ambli,5,3230,New Property,Under Construction,17,Unfurnished,North,4,Mid Floor,Medium,2.98
bodakdev/satellite/sindhubhavan marg,4,2299,New Property,Under Construction,22,Unfurnished,East,3,Mid Floor,Medium,2.85
thaltej,4,2304,New Property,Ready to Move,12,Semi-Furnished,East,3,Mid Floor,Medium,2.97
bodakdev/satellite/sindhubhavan marg,4,2615,New Property,Under Construction,9,Unfurnished,East,3,Mid Floor,Medium,3.25
bopal/ghuma/shilaj/ambli,4,1954,New Property,Under Construction,22,Unfurnished,East,3,Mid Floor,Medium,3.08
drive in rd/gurukul/naranpura,4,2255,New Property,Under Construction,14,Unfurnished,East,3,Mid Floor,Medium,2.68
bopal/ghuma/shilaj/ambli,4,4651,New Property,Under Construction,12,Unfurnished,East,3,Mid Floor,Medium,3.48
paldi/derasar-rd/ambawadi,4,3960,New Property,Under Construction,5,Unfurnished,East,3,Mid Floor,Medium,2.77
drive in rd/gurukul/naranpura,4,2174,Resale,Other,14,Unfurnished,East,3,Mid Floor,Medium,2.65
thaltej,4,2304,New Property,Under Construction,13,Unfurnished,East,3,Mid Floor,Medium,2.66
chharodi/tragad,4,2674,New Property,Under Construction,22,Unfurnished,East,3,High Floor,Medium,3.1
thaltej,4,2860,New Property,Ready to Move,10,Unfurnished,East,3,Mid Floor,Medium,3.42
bodakdev/satellite/sindhubhavan marg,4,3967,New Property,Ready to Move,7,Unfurnished,East,3,Mid Floor,Medium,3.17
thaltej,4,4250,New Property,Under Construction,7,Unfurnished,North,3,Low Floor,Medium,3.18
bopal/ghuma/shilaj/ambli,4,2448,New Property,Under Construction,14,Unfurnished,East,3,Mid Floor,Medium,3.28
navrangpura/memnagar/ellisbridge,4,2348,Resale,Ready to Move,11,Unfurnished,East,3,Mid Floor,Medium,3.0
shela,4,3538,Resale,Ready to Move,18,Unfurnished,East,3,Mid Floor,Medium,2.75
bopal/ghuma/shilaj/ambli,4,2541,New Property,Under Construction,21,Unfurnished,East,3,Mid Floor,Medium,2.73
bopal/ghuma/shilaj/ambli,4,1955,New Property,Under Construction,22,Unfurnished,East,3,Mid Floor,Medium,3.1
drive in rd/gurukul/naranpura,4,3960,New Property,Ready to Move,14,Unfurnished,East,3,Mid Floor,Medium,2.7
navrangpura/memnagar/ellisbridge,4,3525,Resale,Ready to Move,10,Furnished,East,3,Mid Floor,Medium,2.8
bodakdev/satellite/sindhubhavan marg,4,3280,New Property,Ready to Move,7,Unfurnished,East,3,Mid Floor,Medium,2.8
gota/jagatpur/newranip/sola,4,2668,New Property,Under Construction,20,Unfurnished,East,3,High Floor,Medium,2.61
bodakdev/satellite/sindhubhavan marg,3,2002,Resale,Ready to Move,10,Unfurnished,West,2,Mid Floor,Medium,2.65
bopal/ghuma/shilaj/ambli,4,2593,New Property,Ready to Move,11,Unfurnished,North - East,3,Mid Floor,Medium,2.95
bopal/ghuma/shilaj/ambli,4,2391,Resale,Ready to Move,13,Unfurnished,East,3,Mid Floor,Medium,3.15
paldi/derasar-rd/ambawadi,4,2275,New Property,Ready to Move,14,Unfurnished,East,3,Mid Floor,Medium,2.68
bodakdev/satellite/sindhubhavan marg,4,2530,Resale,Ready to Move,12,Furnished,North - East,3,Mid Floor,Medium,3.5
thaltej,4,2194,New Property,Ready to Move,10,Unfurnished,East,3,Mid Floor,Medium,3.44
gandhinagar highway,4,3650,Resale,Ready to Move,16,Semi-Furnished,East,3,Mid Floor,Medium,2.9
thaltej,4,2200,New Property,Ready to Move,17,Unfurnished,East,3,Mid Floor,Medium,2.88
vaishnodevi circle,4,2739,Resale,Ready to Move,17,Furnished,East,3,Mid Floor,Medium,2.75
gota/jagatpur/newranip/sola,4,3060,Resale,Ready to Move,14,Furnished,North - East,3,Low Floor,Medium,2.65
thaltej,4,2370,New Property,Ready to Move,14,Unfurnished,East,3,Mid Floor,Medium,2.69
vaishnodevi circle,4,2585,Resale,Ready to Move,16,Semi-Furnished,East,3,High Floor,Medium,2.9
bopal/ghuma/shilaj/ambli,4,2792,New Property,Under Construction,22,Unfurnished,East,3,Mid Floor,Medium,2.87
gota/jagatpur/newranip/sola,4,3825,Resale,Ready to Move,13,Unfurnished,East,3,Mid Floor,Medium,2.95
bodakdev/satellite/sindhubhavan marg,4,3600,Resale,Ready to Move,10,Unfurnished,North,3,Mid Floor,Medium,3.5
shela,4,3538,Resale,Ready to Move,20,Unfurnished,East,3,Mid Floor,Medium,2.75
bopal/ghuma/shilaj/ambli,4,5000,New Property,Under Construction,21,Unfurnished,East,3,Mid Floor,Medium,3.15
prahlad nagar/jivraj park/vejalpur/jodhpur,5,2915,New Property,Ready to Move,5,Unfurnished,North - East,4,Mid Floor,Medium,2.9
bopal/ghuma/shilaj/ambli,4,1975,Resale,Ready to Move,7,Furnished,East,3,Low Floor,Medium,2.75
bodakdev/satellite/sindhubhavan marg,4,3080,Resale,Ready to Move,11,Furnished,North - East,3,Mid Floor,Medium,2.7
science city,4,1733,Resale,Ready to Move,13,Furnished,East,3,Mid Floor,Medium,2.75
bopal/ghuma/shilaj/ambli,4,2783,New Property,Under Construction,22,Unfurnished,East,3,Mid Floor,Medium,2.89
bodakdev/satellite/sindhubhavan marg,4,2094,Resale,Ready to Move,7,Unfurnished,East,3,Mid Floor,Medium,2.81
vaishnodevi circle,4,1833,Resale,Ready to Move,18,Furnished,North,3,Mid Floor,Medium,3.25
vaishnodevi circle,4,2901,Resale,Other,14,Unfurnished,East,3,High Floor,Medium,2.62
bopal/ghuma/shilaj/ambli,4,1906,New Property,Ready to Move,13,Unfurnished,East,3,Mid Floor,Medium,2.83
shela,4,2530,New Property,Ready to Move,14,Unfurnished,West,3,Mid Floor,Medium,2.65
bopal/ghuma/shilaj/ambli,4,2497,New Property,Ready to Move,13,Unfurnished,North,3,Mid Floor,Medium,2.84
bopal/ghuma/shilaj/ambli,4,2090,New Property,Under Construction,12,Unfurnished,East,3,Mid Floor,Medium,3.08
bopal/ghuma/shilaj/ambli,4,2035,Resale,Ready to Move,5,Furnished,East,3,Mid Floor,Medium,3.0
thaltej,4,2222,Resale,Ready to Move,12,Unfurnished,East,3,Mid Floor,Medium,2.98
bopal/ghuma/shilaj/ambli,4,2458,Resale,Ready to Move,12,Semi-Furnished,East,3,Mid Floor,Medium,3.5
shela,5,2875,Resale,Ready to Move,20,Furnished,East,4,Low Floor,Medium,3.5
bodakdev/satellite/sindhubhavan marg,4,2488,New Property,Under Construction,17,Unfurnished,West,3,Mid Floor,Medium,2.63
science city,4,2625,New Property,Under Construction,13,Unfurnished,East,3,Mid Floor,Medium,3.45
bodakdev/satellite/sindhubhavan marg,4,1925,Resale,Ready to Move,10,Furnished,East,3,Low Floor,Medium,3.0
paldi/derasar-rd/ambawadi,4,2128,Resale,Ready to Move,10,Semi-Furnished,East,3,Low Floor,Medium,2.65
bodakdev/satellite/sindhubhavan marg,4,2068,Resale,Ready to Move,7,Furnished,East,3,Low Floor,Medium,3.0
bodakdev/satellite/sindhubhavan marg,4,1782,Resale,Ready to Move,10,Semi-Furnished,North - East,3,Low Floor,Medium,2.7
thaltej,4,3400,Resale,Ready to Move,3,Furnished,East,3,Low Floor,Medium,3.5
bodakdev/satellite/sindhubhavan marg,4,3885,Resale,Ready to Move,10,Unfurnished,East,3,Mid Floor,Medium,2.79
vaishnodevi circle,4,2904,Resale,Ready to Move,12,Semi-Furnished,North - East,3,Mid Floor,Medium,2.8
science city,4,2020,Resale,Ready to Move,14,Semi-Furnished,East,3,Low Floor,Medium,2.7
bodakdev/satellite/sindhubhavan marg,4,3150,Resale,Ready to Move,10,Furnished,East,3,Mid Floor,Medium,2.9
vaishnodevi circle,4,2662,Resale,Ready to Move,17,Unfurnished,East,3,Low Floor,Medium,3.0
bopal/ghuma/shilaj/ambli,4,2092,Resale,Other,22,Unfurnished,East,3,High Floor,Medium,2.7
science city,4,2624,New Property,Under Construction,13,Unfurnished,East,3,Mid Floor,Medium,2.9
bopal/ghuma/shilaj/ambli,4,2593,New Property,Ready to Move,12,Unfurnished,East,3,Mid Floor,Medium,2.95
bopal/ghuma/shilaj/ambli,4,3230,Resale,Other,22,Unfurnished,East,3,High Floor,Medium,2.91
bopal/ghuma/shilaj/ambli,4,4312,New Property,Ready to Move,13,Unfurnished,East,3,Mid Floor,Medium,2.94
science city,4,1931,Resale,Ready to Move,13,Furnished,East,3,Mid Floor,Medium,2.75
bodakdev/satellite/sindhubhavan marg,4,2420,New Property,Ready to Move,7,Unfurnished,North - East,3,Mid Floor,Medium,3.17
gandhinagar highway,4,3250,Resale,Ready to Move,15,Semi-Furnished,North - East,3,Mid Floor,Medium,2.85
bopal/ghuma/shilaj/ambli,4,1980,Resale,Ready to Move,2,Furnished,North - East,3,Low Floor,Medium,3.0
thaltej,4,2489,New Property,Under Construction,10,Unfurnished,East,3,Mid Floor,Medium,2.85
shela,4,2188,Resale,Ready to Move,19,Unfurnished,North - East,3,Mid Floor,Medium,2.75
bopal/ghuma/shilaj/ambli,4,2467,New Property,Under Construction,22,Unfurnished,East,3,High Floor,Medium,2.87
bopal/ghuma/shilaj/ambli,4,2035,Resale,Ready to Move,7,Furnished,East,3,Low Floor,Medium,2.91
thaltej,4,2871,New Property,Under Construction,10,Semi-Furnished,East,3,Mid Floor,Medium,3.15
bodakdev/satellite/sindhubhavan marg,4,1943,New Property,Under Construction,22,Unfurnished,East,3,Mid Floor,Medium,2.7
drive in rd/gurukul/naranpura,4,2310,New Property,Under Construction,13,Unfurnished,North - East,3,Mid Floor,Medium,2.67
gota/jagatpur/newranip/sola,4,2672,New Property,Under Construction,22,Unfurnished,East,3,High Floor,Medium,3.12
bodakdev/satellite/sindhubhavan marg,4,2094,New Property,Under Construction,7,Unfurnished,East,3,Mid Floor,Medium,2.75
paldi/derasar-rd/ambawadi,4,3724,New Property,Under Construction,13,Unfurnished,East,3,High Floor,Medium,2.85
drive in rd/gurukul/naranpura,4,2084,New Property,Under Construction,14,Unfurnished,East,3,Mid Floor,Medium,2.71
thaltej,4,2640,New Property,Ready to Move,14,Unfurnished,East,3,Mid Floor,Medium,2.75
drive in rd/gurukul/naranpura,4,2112,New Property,Under Construction,14,Unfurnished,North,3,Mid Floor,Medium,2.61
bopal/ghuma/shilaj/ambli,5,3586,Resale,Ready to Move,22,Unfurnished,East,4,High Floor,Medium,3.5
thaltej,4,2147,New Property,Ready to Move,13,Unfurnished,East,3,High Floor,Medium,2.86
bopal/ghuma/shilaj/ambli,4,3212,New Property,Ready to Move,11,Unfurnished,East,3,Mid Floor,Medium,2.94
bopal/ghuma/shilaj/ambli,4,2238,New Property,Under Construction,14,Unfurnished,East,3,High Floor,Medium,3.33
bopal/ghuma/shilaj/ambli,4,2238,New Property,Under Construction,14,Unfurnished,North - East,3,Mid Floor,Medium,3.03
bopal/ghuma/shilaj/ambli,4,1958,Resale,Ready to Move,4,Furnished,East,3,Low Floor,Medium,3.0
bodakdev/satellite/sindhubhavan marg,4,2462,New Property,Under Construction,12,Unfurnished,East,3,Mid Floor,Medium,3.06
bopal/ghuma/shilaj/ambli,4,2596,New Property,Under Construction,12,Unfurnished,East,3,Mid Floor,Medium,3.17
bopal/ghuma/shilaj/ambli,4,2277,New Property,Under Construction,14,Unfurnished,West,3,Mid Floor,Medium,3.15
bodakdev/satellite/sindhubhavan marg,4,2289,New Property,Under Construction,17,Unfurnished,East,3,High Floor,Medium,2.84
thaltej,4,2354,Resale,Ready to Move,11,Unfurnished,East,3,Mid Floor,Medium,2.85
thaltej,4,3393,Resale,Ready to Move,4,Furnished,East,3,Low Floor,Medium,3.5
science city,4,3267,New Property,Under Construction,21,Unfurnished,East,3,High Floor,Medium,3.37
bopal/ghuma/shilaj/ambli,4,2747,New Property,Under Construction,20,Unfurnished,East,3,Mid Floor,Medium,2.95
shela,5,2977,New Property,Under Construction,14,Unfurnished,East,4,High Floor,Medium,2.7
bopal/ghuma/shilaj/ambli,4,2891,Resale,Other,14,Unfurnished,East,3,Mid Floor,Medium,3.49
shela,5,2875,Resale,Ready to Move,20,Unfurnished,East,4,High Floor,Medium,3.02
bodakdev/satellite/sindhubhavan marg,4,3280,New Property,Ready to Move,7,Unfurnished,East,3,Mid Floor,Medium,2.95
thaltej,4,2420,Resale,Ready to Move,11,Unfurnished,East,3,Mid Floor,Medium,2.7
gota/jagatpur/newranip/sola,4,2662,New Property,Under Construction,20,Unfurnished,East,3,High Floor,Medium,2.87
bodakdev/satellite/sindhubhavan marg,4,2326,Resale,Ready to Move,11,Unfurnished,East,3,Mid Floor,Medium,2.8
bopal/ghuma/shilaj/ambli,4,2992,Resale,Ready to Move,7,Semi-Furnished,East,3,Mid Floor,Medium,2.75
gandhinagar highway,4,4350,New Property,Ready to Move,13,Unfurnished,East,3,Mid Floor,Medium,3.0
thaltej,4,3828,Resale,Ready to Move,17,Unfurnished,East,3,Mid Floor,Medium,3.1
bopal/ghuma/shilaj/ambli,4,2970,Resale,Ready to Move,13,Furnished,East,3,Mid Floor,Medium,2.8
bodakdev/satellite/sindhubhavan marg,4,2482,New Property,Ready to Move,7,Unfurnished,East,3,Low Floor,Medium,3.5
shela,5,2727,New Property,Ready to Move,20,Unfurnished,East,4,Mid Floor,Medium,3.4
thaltej,3,2002,Resale,Ready to Move,11,Furnished,East,2,Mid Floor,Medium,2.62
bopal/ghuma/shilaj/ambli,4,2598,New Property,Ready to Move,11,Unfurnished,North - East,3,Mid Floor,Medium,2.96
bopal/ghuma/shilaj/ambli,4,2057,Resale,Other,14,Unfurnished,East,3,High Floor,Medium,3.0
bopal/ghuma/shilaj/ambli,4,2391,Resale,Ready to Move,13,Unfurnished,East,3,Mid Floor,Medium,3.05
bopal/ghuma/shilaj/ambli,4,2238,New Property,Under Construction,14,Unfurnished,East,3,Mid Floor,Medium,3.25
thaltej,4,2367,New Property,Under Construction,14,Unfurnished,East,3,Mid Floor,Medium,2.93
shela,5,4508,Resale,Ready to Move,20,Unfurnished,East,4,High Floor,Medium,3.15
navrangpura/memnagar/ellisbridge,4,2338,Resale,Ready to Move,10,Semi-Furnished,East,3,Mid Floor,Medium,2.7
bopal/ghuma/shilaj/ambli,4,2559,New Property,Under Construction,21,Unfurnished,East,3,Mid Floor,Medium,2.74
science city,4,3285,Resale,Ready to Move,12,Furnished,East,3,Low Floor,Medium,2.65
bodakdev/satellite/sindhubhavan marg,4,3060,Resale,Ready to Move,10,Furnished,North,3,Low Floor,Medium,2.75
bodakdev/satellite/sindhubhavan marg,4,3700,Resale,Ready to Move,12,Unfurnished,East,3,Mid Floor,Medium,3.3
bopal/ghuma/shilaj/ambli,4,4770,New Property,Under Construction,21,Unfurnished,East,3,High Floor,Medium,3.25
gota/jagatpur/newranip/sola,4,3740,Resale,Ready to Move,14,Unfurnished,North - East,3,Mid Floor,Medium,2.75
science city,4,2742,Resale,Ready to Move,13,Unfurnished,East,3,Mid Floor,Medium,2.83
gota/jagatpur/newranip/sola,4,5391,New Property,Under Construction,13,Unfurnished,East,3,Mid Floor,Medium,3.23
bopal/ghuma/shilaj/ambli,5,4610,New Property,Under Construction,22,Unfurnished,East,4,Mid Floor,Medium,3.0
drive in rd/gurukul/naranpura,4,3593,New Property,Under Construction,14,Unfurnished,North - East,3,Mid Floor,Medium,3.0
shela,4,2199,New Property,Ready to Move,18,Unfurnished,East,3,Mid Floor,Medium,2.7
bopal/ghuma/shilaj/ambli,4,1954,Resale,Other,22,Unfurnished,North - East,3,Mid Floor,Medium,3.0
bopal/ghuma/shilaj/ambli,4,2560,New Property,Under Construction,22,Unfurnished,East,3,Mid Floor,Medium,2.87
bopal/ghuma/shilaj/ambli,4,2530,Resale,Ready to Move,12,Furnished,East,3,High Floor,Medium,2.75
bopal/ghuma/shilaj/ambli,4,2348,Resale,Ready to Move,22,Semi-Furnished,East,3,Mid Floor,Medium,3.5
bodakdev/satellite/sindhubhavan marg,4,2307,Resale,Ready to Move,5,Furnished,East,3,Low Floor,Medium,3.0
bopal/ghuma/shilaj/ambli,4,1571,Resale,Other,13,Unfurnished,West,3,Mid Floor,Medium,2.72
science city,4,2524,Resale,Ready to Move,14,Unfurnished,East,3,Mid Floor,Medium,2.95
bopal/ghuma/shilaj/ambli,4,2594,New Property,Ready to Move,12,Furnished,North - East,3,Mid Floor,Medium,3.21
bopal/ghuma/shilaj/ambli,4,1954,New Property,Under Construction,22,Unfurnished,East,3,Low Floor,Medium,2.98
vaishnodevi circle,5,6156,New Property,Under Construction,14,Unfurnished,East,4,High Floor,High,2.9
shela,4,2188,Resale,Ready to Move,20,Unfurnished,North - East,3,Mid Floor,Medium,2.85
thaltej,4,3810,New Property,Under Construction,13,Unfurnished,East,3,Mid Floor,Medium,2.74
thaltej,4,2328,Resale,Ready to Move,14,Unfurnished,East,3,Mid Floor,Medium,2.7
science city,4,2673,New Property,Under Construction,13,Unfurnished,East,3,Mid Floor,Medium,2.94
bodakdev/satellite/sindhubhavan marg,4,2280,New Property,Under Construction,18,Unfurnished,East,3,High Floor,Medium,2.82
bopal/ghuma/shilaj/ambli,4,4230,Resale,Other,21,Unfurnished,East,3,High Floor,Medium,2.7
bopal/ghuma/shilaj/ambli,4,4100,Resale,Ready to Move,14,Semi-Furnished,East,3,Mid Floor,Medium,3.1
gota/jagatpur/newranip/sola,4,2950,New Property,Under Construction,13,Unfurnished,East,3,Mid Floor,Medium,3.17
thaltej,4,2200,Resale,Ready to Move,20,Unfurnished,North - East,3,Mid Floor,Medium,2.99
thaltej,4,3600,Resale,Ready to Move,7,Furnished,West,3,Mid Floor,Medium,3.25
bopal/ghuma/shilaj/ambli,4,2054,New Property,Under Construction,22,Unfurnished,North - East,3,Mid Floor,Medium,2.99
shela,4,2188,Resale,Ready to Move,19,Unfurnished,North - East,3,Low Floor,Medium,2.65
bopal/ghuma/shilaj/ambli,4,2238,New Property,Under Construction,14,Unfurnished,North,3,Mid Floor,Medium,2.96
bodakdev/satellite/sindhubhavan marg,4,2035,New Property,Ready to Move,13,Furnished,East,3,Mid Floor,Medium,3.25
gandhinagar highway,4,2409,Resale,Ready to Move,16,Furnished,East,3,High Floor,Medium,3.3
bodakdev/satellite/sindhubhavan marg,4,2069,Resale,Ready to Move,7,Furnished,North - East,3,Low Floor,Medium,3.0
bopal/ghuma/shilaj/ambli,4,1966,New Property,Under Construction,22,Unfurnished,East,3,Mid Floor,Medium,3.0
bopal/ghuma/shilaj/ambli,4,2794,New Property,Under Construction,14,Unfurnished,North - East,3,Mid Floor,Medium,2.84
gota/jagatpur/newranip/sola,4,2796,New Property,Under Construction,20,Unfurnished,East,3,High Floor,Medium,3.27
thaltej,4,2233,New Property,Under Construction,10,Unfurnished,East,3,Mid Floor,Medium,2.76
thaltej,4,1855,Resale,Ready to Move,14,Unfurnished,East,3,Mid Floor,Medium,2.7
bodakdev/satellite/sindhubhavan marg,4,2216,New Property,Under Construction,7,Unfurnished,North,3,Mid Floor,Medium,3.0
bopal/ghuma/shilaj/ambli,4,2797,Resale,Ready to Move,11,Unfurnished,West,3,Mid Floor,Medium,3.0
bopal/ghuma/shilaj/ambli,4,3212,New Property,Ready to Move,13,Unfurnished,East,3,Mid Floor,Medium,2.92
bopal/ghuma/shilaj/ambli,4,2064,New Property,Under Construction,14,Unfurnished,East,3,High Floor,Medium,3.06
shela,4,2140,Resale,Ready to Move,20,Unfurnished,North - East,3,Mid Floor,Medium,2.8
bopal/ghuma/shilaj/ambli,4,2653,New Property,Under Construction,20,Unfurnished,East,3,High Floor,Medium,2.74
prahlad nagar/jivraj park/vejalpur/jodhpur,4,1943,New Property,Under Construction,14,Unfurnished,East,3,Mid Floor,Medium,2.74
bopal/ghuma/shilaj/ambli,4,2559,New Property,Under Construction,22,Unfurnished,East,3,High Floor,Medium,2.74
thaltej,4,2105,New Property,Ready to Move,13,Unfurnished,East,3,Low Floor,Medium,2.61
thaltej,4,2431,Resale,Ready to Move,3,Furnished,East,3,Low Floor,Medium,3.5
bopal/ghuma/shilaj/ambli,4,2297,New Property,Ready to Move,10,Unfurnished,East,3,Mid Floor,Medium,2.97
bodakdev/satellite/sindhubhavan marg,4,2530,New Property,Ready to Move,7,Unfurnished,East,3,Mid Floor,Medium,3.25
thaltej,4,3022,New Property,Under Construction,20,Unfurnished,East,3,Mid Floor,Medium,3.49
bopal/ghuma/shilaj/ambli,4,2885,New Property,Under Construction,20,Unfurnished,East,3,Mid Floor,Medium,3.1
shela,5,3476,New Property,Under Construction,14,Unfurnished,East,4,High Floor,Medium,3.15
gota/jagatpur/newranip/sola,4,2916,Resale,Other,22,Unfurnished,East,3,High Floor,Medium,2.9
bodakdev/satellite/sindhubhavan marg,4,2090,Resale,Ready to Move,7,Unfurnished,East,3,Mid Floor,Medium,2.7
paldi/derasar-rd/ambawadi,4,3700,New Property,Under Construction,7,Unfurnished,North,3,Low Floor,Medium,3.33
thaltej,4,2220,Resale,Ready to Move,17,Unfurnished,East,3,Mid Floor,Medium,3.41
thaltej,4,2427,Resale,Ready to Move,13,Unfurnished,East,3,Mid Floor,Medium,2.84
bopal/ghuma/shilaj/ambli,3,2970,Resale,Ready to Move,14,Furnished,East,2,Mid Floor,Medium,3.0
drive in rd/gurukul/naranpura,4,3492,New Property,Ready to Move,14,Unfurnished,East,3,Mid Floor,Medium,2.62
bopal/ghuma/shilaj/ambli,4,2057,New Property,Under Construction,14,Unfurnished,East,3,Mid Floor,Medium,2.73
thaltej,4,2420,Resale,Ready to Move,12,Unfurnished,East,3,Mid Floor,Medium,2.7
thaltej,4,3828,Resale,Ready to Move,17,Unfurnished,East,3,Mid Floor,Medium,3.3
science city,4,2420,New Property,Under Construction,14,Unfurnished,East,3,Mid Floor,Medium,2.62
bodakdev/satellite/sindhubhavan marg,4,1796,Resale,Ready to Move,7,Furnished,East,3,Mid Floor,Medium,2.85
bopal/ghuma/shilaj/ambli,3,1331,New Property,Ready to Move,20,Unfurnished,North - East,2,Mid Floor,Medium,3.5
bodakdev/satellite/sindhubhavan marg,4,2904,New Property,Under Construction,21,Unfurnished,East,3,High Floor,Medium,3.5
bodakdev/satellite/sindhubhavan marg,4,2350,Resale,Ready to Move,14,Unfurnished,East,3,Low Floor,Medium,3.1
bodakdev/satellite/sindhubhavan marg,4,2520,Resale,Ready to Move,14,Furnished,North,3,Mid Floor,Medium,3.5
bopal/ghuma/shilaj/ambli,4,2169,New Property,Under Construction,14,Unfurnished,East,3,Mid Floor,Medium,2.99
